arm,complex,n,trifft,streuung,streuung_trimm,lage,orientierung,form,anteil_lage,eff_dim
SigmaDock,1G9V_RQ3,40,False,2.8356603385380517,1.7064103878104322,1.3413950854873258,2.1554338597739946,1.263223517960289,0.22377161894934497,2.366215515440003
SigmaDock,1GKC_NFH,40,True,3.0694986630342767,2.7871656399826565,0.9897785857655399,2.440689786672103,1.5764497323935402,0.10397794019400586,3.37398077430053
SigmaDock,1GM8_SOX,40,True,1.3457208928033129,1.2384446154459474,0.3413007636845579,0.9776817443739635,0.8594282499159351,0.06432273910133597,4.37088785973701
SigmaDock,1GPK_HUP,40,False,1.432922429707545,1.1475966441860668,0.19362308961938426,1.419614743544506,0.021697203420815683,0.018258661197980402,1.1484524354024734
SigmaDock,1HNN_SKF,40,True,0.7243658409573395,0.5668477376148824,0.10685071748879887,0.42628473997948846,0.5758212536704271,0.02175900146540254,2.602729213786065
SigmaDock,1HP0_AD3,40,False,0.8588082461862337,0.6546702702455514,0.12180646996017365,0.2993252416670669,0.7956878705210153,0.020116309217384675,1.7248744160980405
SigmaDock,1HQ2_PH2,40,True,1.3003094919490403,0.6568917465123961,0.1970900097626,1.2519597372024762,0.29078706870914395,0.02297395448957387,2.086289815944911
SigmaDock,1HVY_D16,40,False,1.7842839578486844,1.6926469045631756,0.8576328645361121,0.7206587663243675,1.3888074216476485,0.23103346307915706,5.73081127786771
SigmaDock,1HWI_115,40,True,2.0833668260465523,1.7354357597358119,0.3865396480586978,1.4078386771711329,1.4862687144022708,0.03442362521783718,2.4580914320592555
SigmaDock,1HWW_SWA,40,True,0.9760150205514482,0.6409210759644041,0.14542596118377346,0.8441838874403278,0.46777149800084583,0.022200915462692043,1.8578895682621666
SigmaDock,1IA1_TQ3,40,True,1.1196604335724392,0.8945299677908791,0.3007715432186463,0.8985872535068008,0.5964200810943583,0.07216071461033705,2.334184931304773
SigmaDock,1IG3_VIB,40,True,3.6131397228212423,3.486876059363997,1.0146221702972884,3.323458365833936,0.9899217134392029,0.07885680604290113,1.5043876379969643
SigmaDock,1J3J_CP6,40,True,1.1383751282813894,0.7800387790004826,0.2992293972084906,0.8975802657576484,0.6330160875193795,0.06909358360339207,2.8605906281301006
SigmaDock,1JD0_AZM,40,True,0.44727283153527564,0.3663892824130236,0.12495348469303161,0.13779918237706107,0.40675668135737464,0.07804618997405056,2.5885807724278447
SigmaDock,1JJE_BYS,40,True,2.6031904875414074,1.5395385194742721,0.5523254442130621,2.193960905574472,1.2876617812577018,0.045017171467065395,1.9217123633986304
SigmaDock,1JLA_TNK,40,True,2.2339432716216225,1.6154596807796473,0.34252606078411646,1.7660537615247056,1.3244744429061934,0.02350947652196241,1.6232131604819358
SigmaDock,1K3U_IAD,40,True,1.3821116576830814,1.302075735333489,0.3355293799402661,0.4734486634374861,1.2543918975302868,0.058935211754535484,4.954366591401228
SigmaDock,1KE5_LS1,40,True,0.7722932671810715,0.7044305427651537,0.1001094062234335,0.16348483336802472,0.7481227884361195,0.016802939880946777,3.216168796539458
SigmaDock,1KZK_JE2,40,False,3.2187154517736185,2.759716522510525,0.8051509561866996,1.9798396194429821,2.406677414719671,0.06257335717236405,3.279950951320842
SigmaDock,1L2S_STC,40,True,1.1083326643347426,0.9091332233077121,0.30605146871934497,0.4133813393423117,0.9817584538009528,0.07625154898434722,5.573286004097407
SigmaDock,1L7F_BCZ,40,True,1.356808055505735,1.124495721512944,0.2753268294684517,0.4206052816495815,1.2602437992343307,0.041177525100706464,6.223269125769105
SigmaDock,1LPZ_CMB,40,True,3.5700387691724558,3.104049979203938,0.5994967580221413,3.142361017964154,1.584723219775179,0.028198617260558896,2.304301111366819
SigmaDock,1LRH_NLA,40,True,0.9925732404956082,0.5271940024265807,0.14543097119321793,0.8328743685904623,0.5199728420896508,0.02146785649945651,1.867123351189467
SigmaDock,1M2Z_DEX,40,True,1.3311186062003126,1.1267634076644977,0.12013955908090229,1.2334654183622755,0.48580478777064967,0.008145890343039275,1.2978418412490318
SigmaDock,1MEH_MOA,40,False,3.07802316544197,2.896503175748923,1.0443249070630516,2.447796758697601,1.5465778750501604,0.11511383005202278,3.474401004653585
SigmaDock,1MMV_3AR,40,False,1.2357351020959968,1.1593452910101263,0.5871136640212705,0.6049480405085232,0.9035356419957213,0.22573224931657163,6.413685501060925
SigmaDock,1MZC_BNE,40,False,4.137517337766017,4.026933340617905,0.883709197819221,3.5257577907706774,1.9766486219922768,0.04561830002652444,2.8089237970739784
SigmaDock,1N1M_A3M,40,True,2.0472509559205117,1.7083483423904617,0.3472472348929838,1.7540318534339818,0.9970095744352588,0.02876970622307025,1.9230948161044117
SigmaDock,1N2J_PAF,40,True,1.2889728595663084,1.0950899400982093,0.4159129309561136,0.7870823642220471,0.9321849701066166,0.10411595811857495,7.341774520355677
SigmaDock,1N2V_BDI,40,True,1.2996178035634915,1.271736087737598,0.21702808801089027,1.174624685679308,0.5120176678068039,0.027886922157406496,1.2461427642207334
