arm,complex,n,trifft,streuung,streuung_trimm,lage,orientierung,form,anteil_lage,eff_dim
SigmaDock,6TW5_9M2,40,True,3.7553924660097233,3.4716270847353328,0.3915963415739692,3.3127644330843253,1.724881645191913,0.010873430685060498,2.9761709043457607
SigmaDock,6TW7_NZB,40,False,3.4868914557149657,3.0695935033533623,0.7403137328472286,2.9910548953083462,1.6321575334960206,0.04507697402943276,2.9930810109125354
SigmaDock,6VTA_AKN,40,False,4.947196127150525,4.783424048382723,1.90668923438779,4.045016418866989,2.1159224596046355,0.148539368441187,5.844058063452778
SigmaDock,6WTN_RXT,40,True,0.6561564412391597,0.49816635658326663,0.08354574401584501,0.1065440587682886,0.6420356279659698,0.01621189823671711,3.5229435456936518
SigmaDock,6Z4N_Q7B,40,False,2.7137586070306816,2.5717662457882935,0.8108079671484542,2.381329453551414,1.0180109288658068,0.08926754419483754,4.558789475759728
SigmaDock,6ZPB_3D1,40,False,1.5224844089853267,1.4809618531817328,0.48676971562087173,0.9926587683483991,1.0467294727764258,0.10222129855779857,3.860527579962507
SigmaDock,7B2C_TP7,41,True,1.7045586508074209,1.584179722069712,0.7379467621854995,1.0538471199214807,1.1181954292768117,0.1874244154064594,4.119320653627497
SigmaDock,7BTT_F8R,40,True,3.3762507557577095,2.9162586424803494,0.936670751607559,2.4996632624706874,2.0672205114819837,0.07696699477469986,2.7715151138200547
SigmaDock,7C3U_AZG,41,False,1.5141110250918166,1.320323207625642,0.3039953627793933,1.4832627415039374,0.007117259264650276,0.04031052682284628,2.9246574593666
SigmaDock,7C8Q_DSG,40,True,2.140768117561131,2.105693496955894,0.2817076855200315,1.9379255001427749,0.8648547097527721,0.017316420950084423,1.7422840220887488
SigmaDock,7CD9_FVR,40,False,3.881444761697153,2.678321078979609,1.2185286124679848,3.22753446274092,1.77871379106443,0.09855635719734698,2.6164039430237374
SigmaDock,7CIJ_G0C,40,True,2.91554903337924,2.8138108255837273,0.4604805260141231,2.671310000633083,1.0735393480064241,0.024944904019683953,1.22555814734085
SigmaDock,7D5C_GV6,40,True,1.026492498863924,0.8940310700142068,0.1870850156622561,0.3704784644043228,0.9388459695558006,0.033217462169058215,8.02318512206699
SigmaDock,7DQL_4CL,40,False,1.2676264595856583,1.0499687247674618,0.16722949015189575,1.2563720001434253,0.020988947587155058,0.017403762169062073,2.0014892677633007
SigmaDock,7ES1_UDP,40,True,1.114657744589199,0.7604650829856369,0.3382485110296761,0.5570649087413924,0.9042834289136517,0.0920849616057943,4.39423086279534
SigmaDock,7F8T_FAD,40,False,3.6414962410940195,3.3671469078314478,0.8069728157292063,2.3444674249927635,2.6669762356878532,0.04910865933122658,5.589827827190584
SigmaDock,7JG0_GAR,40,True,1.3376814558048393,1.1360788280368292,0.43049957879772716,0.9035950576266443,0.8874557801332048,0.10357144816644631,4.064924149511964
SigmaDock,7JMV_4NC,40,True,2.082153419565947,1.9107839620166691,0.18466179114970793,2.0213078587828073,0.464303161223796,0.007865541637750705,1.8565197780433962
SigmaDock,7JY3_VUD,40,False,2.711782222010759,2.381952416281913,0.653234308986382,1.9107341526440598,1.8100118107615435,0.05802676437956384,4.800266166145698
SigmaDock,7KB1_WBJ,40,True,2.3867685102179483,2.185589547059768,0.24200999491661027,2.140368366836231,1.0280653374057855,0.010281252053477805,1.4404745913858317
SigmaDock,7L00_XCJ,42,True,4.90649889023741,4.792630507373186,0.7716692205726539,4.728706013401972,1.057164799233192,0.02473540046937109,1.151622720684735
SigmaDock,7LCU_XTA,41,False,5.091675026805763,4.678883799848012,0.6357607878682632,4.866581460198192,1.3554879897888588,0.01559071820248877,1.1566978846320526
SigmaDock,7N6F_0I1,40,True,1.9858592501786747,1.6925168301846858,0.4296988858887541,1.4076194415276846,1.3332679163691972,0.046820012677551426,2.8504372530378848
SigmaDock,7NFB_GEN,40,True,1.134298777529986,1.0371054238679427,0.08091777003287684,1.00269830447278,0.5241012701819556,0.005089005069645322,1.5359202326727255
SigmaDock,7NLV_UJE,40,True,0.7449089328539937,0.7072427377921348,0.19051806907987298,0.16420162075027514,0.7011633271519092,0.06541328775381616,3.880438209223996
SigmaDock,7NR8_UOE,40,True,5.4307265585967635,4.089415424299063,1.3576171566482624,5.014723388741717,1.5818394180919007,0.062494063274137944,1.1910879698870571
SigmaDock,7NUT_GLP,42,False,2.8604784259295832,2.6372783428154802,0.5264697164325454,2.6837313121830264,0.8383034694526752,0.033874230338042696,1.7034310172344558
SigmaDock,7O1T_5X8,40,True,1.4065689163035748,1.3538246205463158,0.29045373888865766,0.7503506926431354,1.1537099201822698,0.042641444795138095,4.675416368168452
SigmaDock,7ODY_DGI,40,True,1.4613775359904464,1.4168168050556584,0.1980559758143405,0.33651415704812276,1.4082458433270553,0.01836754222464318,2.9717963873133106
SigmaDock,7OEO_V9Z,40,False,3.437138615155077,3.253918432311517,0.8023277521225054,2.5906344810424815,2.111588270378002,0.05448908749066217,4.7483818856626225
SigmaDock,7OP9_06K,40,False,1.5927461567515526,1.4622373192369127,0.3197664208643446,1.5603171960683775,5.989795485189373e-05,0.040306267253969845,2.1397822953397054
SigmaDock,7OZC_G6S,40,False,2.318503260784934,1.8101093965430808,0.2516940483099456,2.141037649978037,0.8532674010486083,0.011785023969311635,2.158266919148256
SigmaDock,7PGX_FMN,40,False,2.873665424077304,2.510128193891898,0.6168335316323688,2.5424024153419866,1.1889740629023675,0.04607480899317535,2.410496693408828
SigmaDock,7PIH_7QW,40,False,1.1533916375780098,1.1108997047825167,0.2301434763378677,0.2922228304804509,1.0917655734085032,0.03981472689522415,3.2158310161148718
SigmaDock,7POM_7VZ,40,True,0.976181442986653,0.8691007389490932,0.19424560218860917,0.3257355550216752,0.8994971950243145,0.03959508638539862,5.043991453259829
SigmaDock,7Q2B_M6H,40,True,1.0394559549370528,1.0158930615627502,0.22800854869209675,0.4959728877008718,0.8845855971261813,0.048116062159449,3.9071180851947878
SigmaDock,7Q5I_I0F,40,True,0.848113101044511,0.7842351219679431,0.1961660909236148,0.1739091926064453,0.8065793759215886,0.053498343112203195,6.4431406859611
SigmaDock,7R3D_APR,40,True,1.3881972169679502,1.2954536233673346,0.42426753763519465,0.5047962027768926,1.2215847753506757,0.09340653635714379,5.05567795127022
SigmaDock,7ROR_69X,40,True,1.2723867815518273,1.017349229331016,0.24148374315173599,0.5829164622952697,1.1049262969295333,0.0360194851392724,5.082255482822366
SigmaDock,7RSV_7IQ,40,True,1.8469114216096327,0.8410223258117432,0.26470030779853204,1.6323183635155278,0.8225279973675459,0.02054077183478535,1.651101105346466
SigmaDock,7RZL_NPO,40,False,1.4718778309915224,1.0845333442484313,0.45843225325471804,1.3096019262355658,0.4911283063927457,0.09700783269254935,3.1545879996242463
SigmaDock,7SDD_4IP,40,True,3.6880506740899084,3.6477125756343005,0.6708649328157178,3.2665060911663475,1.5753082152221318,0.033088449969199,6.343712314297444
SigmaDock,7T3E_SLB,40,True,2.0541170048791257,1.8206438875408255,0.5898051890995141,1.6063254387282715,1.1363296588311436,0.08244547463006786,5.415821187911134
SigmaDock,7TBU_S3P,40,True,2.1118801615215195,1.665870240324618,0.5873197107042794,1.8285092008379888,0.8784346740066782,0.07734114748886603,3.741900862044394
SigmaDock,7TE8_P0T,40,False,3.7505385482089793,3.63081211344939,0.6047520387505935,3.469031742319528,1.2909814654006697,0.025999644826030236,1.4460877973107291
SigmaDock,7TXK_LW8,40,True,2.4443278965262825,2.204927861442148,0.3793713465731107,2.1845437364578446,1.0288755564395067,0.024088520324469724,1.702428699053478
SigmaDock,7TYP_KUR,40,True,4.837552838081554,4.400756086483654,0.625821980446705,4.452494002600608,1.784814126688346,0.016735942764479594,1.449801132886814
SigmaDock,7U0U_FK5,40,False,4.87327603272922,4.579928283560344,0.7854814097706853,4.190392291175892,2.3606038829357536,0.025979440810544322,4.364058383374204
SigmaDock,7UJ4_OQ4,40,True,2.235317477040802,2.128741974138699,0.7157699853802959,1.2139275421075535,1.7351361542269423,0.10253415073985096,5.844580395548055
SigmaDock,7UJF_R3V,41,True,0.8782323547118785,0.8500045921339262,0.10614939192418288,0.0910950598652808,0.867021375471815,0.014608854234022394,5.609666861640547
SigmaDock,7UQ3_O2U,40,True,1.7202050068255583,1.1944915538455303,0.17474903281691803,1.6380271671832813,0.495414009296049,0.010319749292598676,1.7966361207211483
SigmaDock,7USH_82V,40,True,2.0754695068731617,0.9297396972942615,0.3416447571853536,1.8422888332730565,0.8926502050890294,0.02709672519772073,1.4734107302761885
SigmaDock,7UY4_SMI,41,False,3.2879499718540584,3.155676642044189,0.971331578536302,3.0587057381873306,0.7151567584335462,0.08727394638898338,2.9995303233061636
SigmaDock,7VC5_9SF,40,True,1.072748379993039,0.92903188876998,0.2679263528322572,0.3081572454230363,0.9919897521290133,0.06237852910388482,3.636758597541256
SigmaDock,7VQ9_ISY,40,True,2.219724546053443,1.5994604570257942,0.7257336513363721,1.7274822150272489,1.190081057926178,0.10689474444102451,2.923651837158602
SigmaDock,7W05_GMP,40,True,1.2921327762569568,1.082153120132648,0.4190659263734357,0.847741504792213,0.8805255259689632,0.10518417742711643,3.6124670074326573
SigmaDock,7WKL_CAQ,40,True,1.1548742879874176,1.0588531791491917,0.18509827802457376,1.1397346690272108,0.021866246687915265,0.025688298096794935,1.597626523671517
SigmaDock,7WL4_JFU,40,True,3.1276967570690055,2.9785134283982035,0.8512542862174219,2.5145694180738367,1.6537211935705023,0.07407460490301727,2.939389951982004
